Number,Layer,Ml_Average_Probability,Motif_ID,Another_Number,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
1,motif_2,0.2734942956349205,1_motif_2,1,0.25,1,12,0.006600660066006601,0.530094955700927,NC_000929
2,motif_3,0.4680148809523808,2_motif_3,2,0.0,0,22,0.0033003300330033004,0.4713152109853841,NC_000929
3,motif_1,0.4717830086580086,3_motif_1,3,0.36363636363636365,1,9,0.006600660066006601,0.8420200323603788,NC_000929
4,motif_1,0.5023245073891626,4_motif_1,4,0.3793103448275862,1,9,0.006600660066006601,0.8882355122827553,NC_000929
5,motif_2,0.6161777281746031,5_motif_2,5,0.375,0,18,0.0033003300330033004,0.9944780582076065,NC_000929
6,motif_2,0.6005096801346801,6_motif_2,6,0.45454545454545453,0,17,0.0033003300330033004,1.058355464713138,NC_000929
7,motif_2,0.2901037784679089,7_motif_2,7,0.43478260869565216,14,5,0.0594059405940594,0.7842923277576206,NC_000929
8,motif_1,0.3423470853858785,8_motif_1,8,0.15517241379310345,60,2,0.2079207920792079,0.7054402912581899,NC_000929
9,motif_1,0.3429852843915345,9_motif_1,9,0.1111111111111111,60,2,0.2079207920792079,0.6620171875818535,NC_000929
10,motif_1,0.3423337301587302,10_motif_1,10,0.1,60,2,0.2079207920792079,0.6502545222379381,NC_000929
11,motif_1,0.3417902913059163,11_motif_1,11,0.09090909090909091,59,2,0.2079207920792079,0.6406201742942151,NC_000929
12,motif_1,0.3413724165013228,12_motif_1,12,0.08333333333333333,59,2,0.2079207920792079,0.632626541913864,NC_000929
13,motif_1,0.3423778235653235,13_motif_1,13,0.07692307692307693,60,2,0.2079207920792079,0.6272216925676083,NC_000929
14,motif_1,0.3434658446712018,14_motif_1,14,0.07142857142857142,60,2,0.2079207920792079,0.6228152081789811,NC_000929
15,motif_1,0.344087003968254,15_motif_1,15,0.06666666666666667,60,2,0.2079207920792079,0.6186744627141285,NC_000929
16,motif_1,0.3444734468005953,16_motif_1,16,0.0703125,60,2,0.2079207920792079,0.6227067388798032,NC_000929
17,motif_1,0.3447998338870432,17_motif_1,17,0.06976744186046512,60,2,0.2079207920792079,0.6224880678267163,NC_000929
18,motif_1,0.3440870421245421,18_motif_1,18,0.06923076923076923,60,2,0.2079207920792079,0.6212386034345192,NC_000929
19,motif_1,0.3447998338870432,19_motif_1,19,0.06976744186046512,60,2,0.2079207920792079,0.6224880678267163,NC_000929
