Number,Layer,Ml_Average_Probability,Motif_ID,Another_Number,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
1,motif_1,0.2522242063492063,1_motif_1,1,0.75,2,14,0.0231023102310231,1.0253265165802292,NC_004913
2,motif_3,0.5730753968253965,2_motif_3,2,0.8,7,11,0.033003300330033,1.4060786971554295,NC_004913
3,motif_3,0.5739449735449733,3_motif_3,3,0.5333333333333333,8,11,0.033003300330033,1.1402816072083397,NC_004913
4,motif_2,0.5727126984126982,4_motif_2,4,0.4,8,11,0.033003300330033,1.0057159987427313,NC_004913
5,motif_2,0.5719733333333331,5_motif_2,5,0.32,8,11,0.033003300330033,0.924976633663366,NC_004913
6,motif_2,0.6212633928571427,6_motif_2,6,0.3,7,11,0.033003300330033,0.9542666931871757,NC_004913
7,motif_2,0.5879451058201057,7_motif_2,7,0.25925925925925924,3,11,0.033003300330033,0.880207665409398,NC_004913
8,motif_1,0.3642156498015873,8_motif_1,8,0.03125,56,1,0.3234323432343234,0.7188979930359107,NC_004913
9,motif_2,0.5758104056437389,9_motif_2,9,0.25925925925925924,8,6,0.056105610561056105,0.8911752754640542,NC_004913
10,motif_2,0.5707432539682539,10_motif_2,10,0.3,7,11,0.033003300330033,0.9037465542982868,NC_004913
11,motif_2,0.571340909090909,11_motif_2,11,0.2727272727272727,7,11,0.033003300330033,0.8770714821482146,NC_004913
12,motif_2,0.5744819775132273,12_motif_2,12,0.25,7,11,0.033003300330033,0.8574852778432602,NC_004913
13,motif_3,0.5637580240429505,13_motif_3,13,0.10294117647058823,10,8,0.0429042904290429,0.7096034909425816,NC_004913
14,motif_1,0.342237168075953,14_motif_1,14,0.056074766355140186,85,1,0.3234323432343234,0.7217442776654166,NC_004913
15,motif_1,0.3688766468253968,15_motif_1,15,0.06,97,1,0.3234323432343234,0.7523089900597202,NC_004913
16,motif_1,0.3625588066551922,16_motif_1,16,0.04819277108433735,97,1,0.3234323432343234,0.734183920973853,NC_004913
17,motif_1,0.3625588066551922,17_motif_1,17,0.04819277108433735,97,1,0.3234323432343234,0.734183920973853,NC_004913
18,motif_3,0.5814485504850088,18_motif_3,18,0.125,10,8,0.0429042904290429,0.7493528409140516,NC_004913
19,motif_1,0.3474793002136752,19_motif_1,19,0.07692307692307693,96,1,0.3234323432343234,0.7478347203710756,NC_004913
20,motif_1,0.3432799007936508,20_motif_1,20,0.08,97,1,0.3234323432343234,0.7467122440279742,NC_004913
21,motif_1,0.3450697782228156,21_motif_1,21,0.07476635514018691,97,1,0.3234323432343234,0.7432684765973259,NC_004913
22,motif_2,0.597063492063492,22_motif_2,22,0.1111111111111111,10,8,0.0429042904290429,0.7510788936036459,NC_004913
23,motif_1,0.3832534119566829,23_motif_1,23,0.07476635514018691,97,1,0.3234323432343234,0.7814521103311932,NC_004913
24,motif_1,0.379798564753004,24_motif_1,24,0.07476635514018691,97,1,0.3234323432343234,0.7779972631275143,NC_004913
25,motif_1,0.3408837338673787,25_motif_1,25,0.07476635514018691,97,1,0.3234323432343234,0.739082432241889,NC_004913
26,motif_1,0.3410131286159323,26_motif_1,26,0.07476635514018691,97,1,0.3234323432343234,0.7392118269904426,NC_004913
27,motif_1,0.341269109535067,27_motif_1,27,0.0851063829787234,97,1,0.3234323432343234,0.7498078357481138,NC_004913
28,motif_1,0.3672958296246848,28_motif_1,28,0.056074766355140186,97,1,0.3234323432343234,0.7468029392141484,NC_004913
29,motif_1,0.3349725723622783,29_motif_1,29,0.03619909502262444,97,1,0.3234323432343234,0.6946040106192262,NC_004913
30,motif_1,0.3326428244374673,30_motif_1,30,0.02197802197802198,97,1,0.3234323432343234,0.6780531896498126,NC_004913
31,motif_1,0.3361046987734488,31_motif_1,31,0.05454545454545454,97,1,0.3234323432343234,0.7140824965532268,NC_004913
32,motif_3,0.6713515314980159,32_motif_3,32,0.078125,4,6,0.056105610561056105,0.805582142059072,NC_004913
33,motif_3,0.6721615312791782,33_motif_3,33,0.07352941176470588,5,6,0.056105610561056105,0.8017965536049402,NC_004913
34,motif_2,0.6493638246965453,34_motif_2,34,0.07352941176470588,7,6,0.056105610561056105,0.7789988470223073,NC_004913
35,motif_1,0.3739970592403627,35_motif_1,35,0.05714285714285714,97,1,0.3234323432343234,0.7545722596175433,NC_004913
36,motif_2,0.616461708629812,36_motif_2,36,0.08045977011494253,8,6,0.056105610561056105,0.7530270893058106,NC_004913
37,motif_2,0.618554643313264,37_motif_2,37,0.10344827586206896,8,6,0.056105610561056105,0.7781085297363891,NC_004913
38,motif_2,0.6257960784313725,38_motif_2,38,0.10588235294117647,8,6,0.056105610561056105,0.7877840419336051,NC_004913
39,motif_2,0.6257960784313725,39_motif_2,39,0.10588235294117647,8,6,0.056105610561056105,0.7877840419336051,NC_004913
40,motif_2,0.6452237554112554,40_motif_2,40,0.06818181818181818,13,6,0.056105610561056105,0.7695111841541297,NC_004913
41,motif_2,0.6469201751838947,41_motif_2,41,0.0975609756097561,9,6,0.056105610561056105,0.8005867613547069,NC_004913
42,motif_2,0.6379892290249433,42_motif_2,42,0.0989010989010989,10,6,0.056105610561056105,0.7929959384870983,NC_004913
43,motif_2,0.6381844806763285,43_motif_2,43,0.09782608695652174,10,6,0.056105610561056105,0.7921161781939063,NC_004913
44,motif_2,0.6432725586611456,44_motif_2,44,0.08695652173913043,10,6,0.056105610561056105,0.7863346909613321,NC_004913
45,motif_2,0.6472605460662527,45_motif_2,45,0.06521739130434782,11,6,0.056105610561056105,0.7685835479316566,NC_004913
46,motif_3,0.6764137002986009,46_motif_3,46,0.06930693069306931,5,6,0.056105610561056105,0.8018262415527263,NC_004913
47,motif_2,0.668771705146705,47_motif_2,47,0.08080808080808081,6,6,0.056105610561056105,0.8056853965158419,NC_004913
48,motif_1,0.3508263915629144,48_motif_1,48,0.05121293800539083,94,1,0.3234323432343234,0.7254716728026287,NC_004913
49,motif_1,0.3470994103725465,49_motif_1,49,0.04884318766066838,93,1,0.3234323432343234,0.7193749412675383,NC_004913
50,motif_1,0.3463077406067912,50_motif_1,50,0.04810126582278481,88,1,0.3234323432343234,0.7178413496638993,NC_004913
51,motif_1,0.3618243186025444,51_motif_1,51,0.04714640198511166,95,1,0.3234323432343234,0.7324030638219794,NC_004913
52,motif_1,0.3570779560616517,52_motif_1,52,0.050724637681159424,93,1,0.3234323432343234,0.7312349369771345,NC_004913
53,motif_1,0.3633956415501762,53_motif_1,53,0.05489260143198091,88,1,0.3234323432343234,0.7417205862164804,NC_004913
54,motif_1,0.3445941063044935,54_motif_1,54,0.056338028169014086,88,1,0.3234323432343234,0.724364477707831,NC_004913
55,motif_1,0.3592673361962745,55_motif_1,55,0.05251141552511415,93,1,0.3234323432343234,0.735211094955712,NC_004913
56,motif_1,0.3598124467673249,56_motif_1,56,0.05121951219512195,87,1,0.3234323432343234,0.7344643021967703,NC_004913
57,motif_1,0.3596185384183171,57_motif_1,57,0.05530973451327434,92,1,0.3234323432343234,0.7383606161659149,NC_004913
58,motif_1,0.3582685770852617,58_motif_1,58,0.05399568034557235,92,1,0.3234323432343234,0.7356966006651575,NC_004913
59,motif_1,0.3584754127993004,59_motif_1,59,0.05296610169491525,92,1,0.3234323432343234,0.734873857728539,NC_004913
60,motif_1,0.3572202173407716,60_motif_1,60,0.056485355648535567,92,1,0.3234323432343234,0.7371379162236306,NC_004913
61,motif_1,0.3569304896924191,61_motif_1,61,0.056016597510373446,92,1,0.3234323432343234,0.736379430437116,NC_004913
62,motif_1,0.35757569344236,62_motif_1,62,0.05454545454545454,92,1,0.3234323432343234,0.735553491222138,NC_004913
63,motif_1,0.3571751396383602,63_motif_1,63,0.0536779324055666,92,1,0.3234323432343234,0.7342854152782502,NC_004913
64,motif_1,0.3555694521949404,64_motif_1,64,0.052734375,92,1,0.3234323432343234,0.7317361704292638,NC_004913
65,motif_1,0.3546882631257631,65_motif_1,65,0.051923076923076926,92,1,0.3234323432343234,0.7300436832831634,NC_004913
66,motif_1,0.3557349402126442,66_motif_1,66,0.051233396584440226,93,1,0.3234323432343234,0.7304006800314078,NC_004913
67,motif_1,0.3552808502132196,67_motif_1,67,0.05037313432835821,93,1,0.3234323432343234,0.7290863277759012,NC_004913
68,motif_1,0.3563137849235635,68_motif_1,68,0.04981549815498155,94,1,0.3234323432343234,0.7295616263128685,NC_004913
69,motif_1,0.3542892792325642,69_motif_1,69,0.04900181488203267,94,1,0.3234323432343234,0.7267234373489202,NC_004913
70,motif_1,0.3401112472064638,70_motif_1,70,0.052346570397111915,95,1,0.3234323432343234,0.7158901608378991,NC_004913
71,motif_1,0.3503595391795215,71_motif_1,71,0.04753521126760563,93,1,0.3234323432343234,0.7213270936814505,NC_004913
72,motif_1,0.3418062849123389,72_motif_1,72,0.05400696864111498,95,1,0.3234323432343234,0.7192455967877773,NC_004913
73,motif_1,0.3207582154713086,73_motif_1,73,0.043936731107205626,92,1,0.3234323432343234,0.6881272898128377,NC_004913
74,motif_1,0.3409577568640068,74_motif_1,74,0.052364864864864864,94,1,0.3234323432343234,0.716754964963195,NC_004913
75,motif_1,0.3210154063657984,75_motif_1,75,0.04355400696864112,92,1,0.3234323432343234,0.6880017565687628,NC_004913
76,motif_1,0.3216901981380788,76_motif_1,76,0.04671280276816609,92,1,0.3234323432343234,0.6918353441405682,NC_004913
77,motif_1,0.347839140297813,77_motif_1,77,0.04071661237785016,94,1,0.3234323432343234,0.7119880959099866,NC_004913
78,motif_1,0.3433830944142363,78_motif_1,78,0.04325259515570934,92,1,0.3234323432343234,0.710068032804269,NC_004913
79,motif_1,0.3442332717027646,79_motif_1,79,0.05388272583201268,94,1,0.3234323432343234,0.7215483407691007,NC_004913
80,motif_1,0.3441578860481921,80_motif_1,80,0.05337519623233909,94,1,0.3234323432343234,0.7209654255148545,NC_004913
81,motif_1,0.3435486188015257,81_motif_1,81,0.05271317829457364,94,1,0.3234323432343234,0.7196941403304227,NC_004913
82,motif_1,0.3435486188015257,82_motif_1,82,0.05271317829457364,94,1,0.3234323432343234,0.7196941403304227,NC_004913
83,motif_2,0.6135690955869527,83_motif_2,83,0.0,35,2,0.1353135313531353,0.748882626940088,NC_004913
84,motif_1,0.3390097590318178,84_motif_1,84,0.04524886877828054,94,1,0.3234323432343234,0.7076909710444217,NC_004913
85,motif_1,0.3383292359350052,85_motif_1,85,0.04585798816568047,94,1,0.3234323432343234,0.7076195673350091,NC_004913
86,motif_1,0.3464977179560513,86_motif_1,86,0.03753753753753754,93,1,0.3234323432343234,0.7074675987279122,NC_004913
87,motif_1,0.3458005676404285,87_motif_1,87,0.036603221083455345,94,1,0.3234323432343234,0.7058361319582072,NC_004913
88,motif_1,0.3463330078794108,88_motif_1,88,0.03884892086330935,94,1,0.3234323432343234,0.7086142719770436,NC_004913
