Number,Layer,Ml_Average_Probability,Motif_ID,Another_Number,Ratio,Match_Count,Rank,Frequent_score,Total,Accession
1,motif_3,0.4643058390022677,1_motif_3,1,0.5714285714285714,0,23,0.0033003300330033004,1.0390347404638423,NC_002730
2,motif_1,0.4376370287698413,2_motif_1,2,0.4375,1,7,0.0231023102310231,0.8982393390008643,NC_002730
3,motif_1,0.4892557435254803,3_motif_1,3,0.3684210526315789,0,18,0.0033003300330033004,0.8609771261900626,NC_002730
4,motif_3,0.4410765182884748,4_motif_3,4,0.2608695652173913,0,17,0.0033003300330033004,0.7052464135388694,NC_002730
5,motif_2,0.3242090773809524,5_motif_2,5,0.225,10,4,0.036303630363036306,0.5855127077439887,NC_002730
6,motif_3,0.353340821812596,6_motif_3,6,0.2903225806451613,5,7,0.0231023102310231,0.6667657126887804,NC_002730
7,motif_3,0.3091992945326278,7_motif_3,7,0.2777777777777778,3,6,0.04950495049504951,0.6364820228054551,NC_002730
8,motif_1,0.3503872685185186,8_motif_1,8,0.21666666666666667,10,4,0.036303630363036306,0.6033575655482216,NC_002730
9,motif_3,0.3733993055555555,9_motif_3,9,0.25,6,7,0.0231023102310231,0.6465016157865786,NC_002730
10,motif_1,0.3510799634668682,10_motif_1,10,0.25396825396825395,10,4,0.036303630363036306,0.6413518477981585,NC_002730
11,motif_3,0.3809326676907322,11_motif_3,11,0.2903225806451613,5,7,0.0231023102310231,0.6943575585669166,NC_002730
12,motif_3,0.353340821812596,12_motif_3,12,0.2903225806451613,5,7,0.0231023102310231,0.6667657126887804,NC_002730
13,motif_3,0.3820591836734693,13_motif_3,13,0.2857142857142857,5,7,0.0231023102310231,0.6908757796187781,NC_002730
14,motif_1,0.3698471213344094,14_motif_1,14,0.1694915254237288,10,4,0.036303630363036306,0.5756422771211746,NC_002730
15,motif_2,0.4024252094356261,15_motif_2,15,0.125,10,4,0.036303630363036306,0.5637288397986624,NC_002730
16,motif_1,0.4163583603896104,16_motif_1,16,0.14772727272727273,4,2,0.25412541254125415,0.8182110456581373,NC_002730
17,motif_1,0.4595675901201602,17_motif_1,17,0.205607476635514,6,2,0.25412541254125415,0.9193004792969284,NC_002730
18,motif_1,0.4598668240284619,18_motif_1,18,0.20689655172413793,8,2,0.25412541254125415,0.9208887882938539,NC_002730
19,motif_1,0.4498647936507937,19_motif_1,19,0.184,8,2,0.25412541254125415,0.8879902061920479,NC_002730
20,motif_1,0.4615769557823129,20_motif_1,20,0.1984126984126984,8,2,0.25412541254125415,0.9141150667362654,NC_002730
21,motif_1,0.4642256906579425,21_motif_1,21,0.19083969465648856,8,2,0.25412541254125415,0.9091907978556852,NC_002730
22,motif_3,0.6881403995310245,22_motif_3,22,0.23863636363636365,0,20,0.0033003300330033004,0.9300770932003914,NC_002730
23,motif_1,0.4380438147710875,23_motif_1,23,0.18181818181818182,7,2,0.25412541254125415,0.8739874091305235,NC_002730
24,motif_1,0.3972665107709751,24_motif_1,24,0.20714285714285716,7,2,0.25412541254125415,0.8585347804550865,NC_002730
